주차장코드,주차장명,주소,주차장 종류,주차장 종류명,운영구분,운영구분명,전화번호,주차현황 정보 제공여부,주차현황 정보 제공여부명,총 주차면,유무료구분,유무료구분명,야간무료개방여부,야간무료개방여부명,평일 운영 시작시각(HHMM),평일 운영 종료시각(HHMM),주말 운영 시작시각(HHMM),주말 운영 종료시각(HHMM),공휴일 운영 시작시각(HHMM),공휴일 운영 종료시각(HHMM),최종데이터 동기화 시간,"토요일 유,무료 구분","토요일 유,무료 구분명","공휴일 유,무료 구분","공휴일 유,무료 구분명",월 정기권 금액,노상 주차장 관리그룹번호,기본 주차 요금,기본 주차 시간(분 단위),추가 단위 요금,추가 단위 시간(분 단위),버스 기본 주차 요금,버스 기본 주차 시간(분 단위),버스 추가 단위 시간(분 단위),버스 추가 단위 요금,일 최대 요금,위도,경도
1579374,회기역주변 공영주차장(구),동대문구 휘경동 320-4,NS,노상 주차장,1,시간제 주차장,02-2247-9664~6,0,미연계중,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2019-06-10 9:52,N,무료,Y,유료,120000,1.12301E+12,500,10,500,10,0,0,0,0,36000,37.59030145,127.0600142
1579374,회기역주변 공영주차장(구),동대문구 휘경동 320-4,NS,노상 주차장,1,시간제 주차장,02-2247-9664~6,0,미연계중,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2019-06-10 9:52,N,무료,Y,유료,120000,1.12301E+12,500,10,500,10,0,0,0,0,36000,37.59014642,127.05977
1579374,회기역주변 공영주차장(구),동대문구 휘경동 320-4,NS,노상 주차장,1,시간제 주차장,02-2247-9664~6,0,미연계중,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2019-06-10 9:52,N,무료,Y,유료,120000,1.12301E+12,500,10,500,10,0,0,0,0,36000,37.59028547,127.059797
1579374,회기역주변 공영주차장(구),동대문구 휘경동 320-4,NS,노상 주차장,1,시간제 주차장,02-2247-9664~6,0,미연계중,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2019-06-10 9:52,N,무료,Y,유료,120000,1.12301E+12,500,10,500,10,0,0,0,0,36000,37.59034843,127.0607991
1579451,정화여상 노상(구),동대문구 제기동 855-0,NS,노상 주차장,1,시간제 주차장,,0,미연계중,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2019-06-10 9:56,N,무료,Y,유료,120000,1.12301E+12,500,10,500,10,0,0,0,0,36000,,
1579493,정화여상 노상(구),동대문구 제기동 743-2,NS,노상 주차장,1,시간제 주차장,,0,미연계중,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2019-06-10 9:57,N,무료,Y,유료,120000,1.12301E+12,500,10,500,10,0,0,0,0,36000,,
1579566,홍제견인보관소(구),서대문구 홍제동 294-84,NW,노외 주차장,3,시간제 + 거주자 주차장,,0,미연계중,75,Y,유료,N,야간 미개방,900,2100,900,2100,900,2100,2019-06-10 9:37,N,무료,N,무료,,,3000,60,1500,30,0,0,0,0,,,
1579598,목사랑시장(구),양천구 목동 723-7,NW,노외 주차장,1,시간제 주차장,,0,미연계중,24,Y,유료,N,야간 미개방,919,0,919,0,919,0,2019-06-10 9:37,N,무료,N,무료,,,150,5,150,5,0,0,0,0,,,
1579832,석계역 앞(구),노원구 월계동 60-1,NW,노외 주차장,1,시간제 주차장,02-942-8882,0,미연계중,29,Y,유료,N,야간 미개방,1000,2000,1100,1800,0,0,2019-06-10 9:36,N,무료,Y,유료,50000,,100,5,100,5,0,0,0,0,6000,,
1579833,상계역 서측 주택가 공영주차장(구),노원구 상계동 169-409,NW,노외 주차장,1,시간제 주차장,,0,미연계중,19,Y,유료,N,야간 미개방,1000,1900,1000,1800,0,0,2019-06-10 9:36,N,무료,Y,유료,30000,,150,5,150,5,0,0,0,0,8100,,
1580083,서울약령시공영주차장(구),동대문구 제기동 1082-0,NW,노외 주차장,1,시간제 주차장,070-5088-2390,0,미연계중,199,Y,유료,N,야간 미개방,0,2400,0,2400,0,2400,2023-07-06 16:54,N,무료,N,무료,100000,,300,10,300,10,0,0,0,0,13000,,
1580112,방배1동 공영주차장(구),서초구 방배동 328-1,NW,노외 주차장,3,시간제 + 거주자 주차장,02-2155-7289,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),123,Y,유료,N,야간 미개방,0,2400,0,2400,0,2400,2023-06-26 11:42,N,무료,N,무료,120000,,300,10,300,10,0,0,0,0,,,
1580114,양재근린공원 공영주차장(구),서초구 양재동 311-0,NW,노외 주차장,3,시간제 + 거주자 주차장,02-2155-7290,0,미연계중,102,Y,유료,N,야간 미개방,0,2400,0,2400,0,2400,2023-06-26 11:45,N,무료,N,무료,120000,,150,5,150,5,0,0,0,0,,,
1580171,도봉2동  6공영주차장(구),도봉구 도봉동 59-1,NW,노외 주차장,2,거주자 우선 주차장,02-2091-4215,0,미연계중,13,Y,유료,N,야간 미개방,0,0,0,0,0,0,2020-11-12 9:21,N,무료,N,무료,0,,0,0,0,0,0,0,0,0,0,,
1580208,방배역 노상 공영주차장(구),서초구 방배동 91-16,NS,노상 주차장,1,시간제 주차장,,0,미연계중,1,Y,유료,N,야간 미개방,900,2100,900,2100,900,2100,2019-06-10 9:52,N,무료,N,무료,0,1.16501E+12,500,10,500,10,0,0,0,0,0,,
1581248,밤고개로21길 공영주차장(구),강남구 율현동 77-5,NW,노외 주차장,1,시간제 주차장,02-2176-0907,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),109,Y,유료,N,야간 미개방,0,2400,0,2400,0,2400,2020-07-08 18:34,N,무료,N,무료,70000,,100,5,100,5,0,0,0,0,,,
1582514,이태원1동공영(구),용산구 이태원동 22-36,NS,노상 주차장,1,시간제 주차장,02-749-5314,0,미연계중,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2019-06-10 9:53,N,무료,Y,유료,0,1.11701E+12,250,5,0,0,0,0,0,0,0,,
1582537,천호3동 제2공영주차장(구),강동구 천호동 174-1,NW,노외 주차장,1,시간제 주차장,02-478-6147,0,미연계중,185,Y,유료,N,야간 미개방,0,2400,0,2400,0,2400,2019-06-10 9:37,N,무료,N,무료,80000,,150,5,150,5,0,0,0,0,0,,
1582612,창경궁로2 관광버스 주차허용 구간(시),종로구 와룡동 2-86 (홍화문~선인문),NS,노상 주차장,4,버스전용 주차장,02)2133-2357,0,미연계중,1,N,무료,N,야간 미개방,0,0,0,0,0,0,2021-09-03 16:51,Y,유료,Y,유료,0,1.11101E+12,0,0,0,0,0,0,0,0,0,37.57911724,126.9964961
1582612,창경궁로2 관광버스 주차허용 구간(시),종로구 와룡동 2-86 (홍화문~선인문),NS,노상 주차장,4,버스전용 주차장,02)2133-2357,0,미연계중,1,N,무료,N,야간 미개방,0,0,0,0,0,0,2021-09-03 16:51,Y,유료,Y,유료,0,1.11101E+12,0,0,0,0,0,0,0,0,0,37.57902188,126.9965081
1582612,창경궁로2 관광버스 주차허용 구간(시),종로구 와룡동 2-86 (홍화문~선인문),NS,노상 주차장,4,버스전용 주차장,02)2133-2357,0,미연계중,1,N,무료,N,야간 미개방,0,0,0,0,0,0,2021-09-03 16:51,Y,유료,Y,유료,0,1.11101E+12,0,0,0,0,0,0,0,0,0,37.57883612,126.996538
1582612,창경궁로2 관광버스 주차허용 구간(시),종로구 와룡동 2-86 (홍화문~선인문),NS,노상 주차장,4,버스전용 주차장,02)2133-2357,0,미연계중,1,N,무료,N,야간 미개방,0,0,0,0,0,0,2021-09-03 16:51,Y,유료,Y,유료,0,1.11101E+12,0,0,0,0,0,0,0,0,0,37.57892891,126.996523
1582612,창경궁로2 관광버스 주차허용 구간(시),종로구 와룡동 2-86 (홍화문~선인문),NS,노상 주차장,4,버스전용 주차장,02)2133-2357,0,미연계중,1,N,무료,N,야간 미개방,0,0,0,0,0,0,2021-09-03 16:51,Y,유료,Y,유료,0,1.11101E+12,0,0,0,0,0,0,0,0,0,37.57921259,126.9964856
1582627,APM플레이스 앞 관광버스 주차허용 구간(시),중구 을지로7가 112-3,NS,노상 주차장,4,버스전용 주차장,02)2133-2357,0,미연계중,1,N,무료,N,야간 미개방,0,0,0,0,0,0,2021-09-03 17:07,Y,유료,Y,유료,0,1.11401E+12,0,0,0,0,0,0,0,0,0,37.565663,127.008624
1582627,APM플레이스 앞 관광버스 주차허용 구간(시),중구 을지로7가 112-3,NS,노상 주차장,4,버스전용 주차장,02)2133-2357,0,미연계중,1,N,무료,N,야간 미개방,0,0,0,0,0,0,2021-09-03 17:07,Y,유료,Y,유료,0,1.11401E+12,0,0,0,0,0,0,0,0,0,37.56569,127.008555
1582630,수송초등학교 공영주차장(구),강북구 번동 456-0,NW,노외 주차장,1,시간제 주차장,02-944-3036,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),185,Y,유료,N,야간 미개방,0,0,0,0,0,0,2023-07-19 13:13,Y,유료,Y,유료,100000,,200,5,200,5,0,0,0,0,10000,,
1582645,세종대로3 관광버스 승하차 허용 구간(시),중구 태평로2가 113-1 (신협 ~ 세븐일레븐),NS,노상 주차장,4,버스전용 주차장,02)2133-2357,0,미연계중,1,N,무료,N,야간 미개방,0,0,0,0,0,0,2021-09-09 15:57,Y,유료,Y,유료,0,1.11401E+12,0,0,0,0,0,0,0,0,0,37.56332742,126.9769596
1582645,세종대로3 관광버스 승하차 허용 구간(시),중구 태평로2가 113-1 (신협 ~ 세븐일레븐),NS,노상 주차장,4,버스전용 주차장,02)2133-2357,0,미연계중,1,N,무료,N,야간 미개방,0,0,0,0,0,0,2021-09-09 15:57,Y,유료,Y,유료,0,1.11401E+12,0,0,0,0,0,0,0,0,0,37.56339775,126.9769865
1582666,토정로 관광버스 주차허용 구간(시),마포구 합정동 5-12,NS,노상 주차장,4,버스전용 주차장,02)2133-2357,0,미연계중,1,N,무료,N,야간 미개방,0,0,0,0,0,0,2021-08-31 10:07,Y,유료,Y,유료,0,1.14401E+12,0,0,0,0,0,0,0,0,0,37.5452915,126.9187359
1582666,토정로 관광버스 주차허용 구간(시),마포구 합정동 5-12,NS,노상 주차장,4,버스전용 주차장,02)2133-2357,0,미연계중,1,N,무료,N,야간 미개방,0,0,0,0,0,0,2021-08-31 10:07,Y,유료,Y,유료,0,1.14401E+12,0,0,0,0,0,0,0,0,0,37.54528799,126.9188302
1582666,토정로 관광버스 주차허용 구간(시),마포구 합정동 5-12,NS,노상 주차장,4,버스전용 주차장,02)2133-2357,0,미연계중,1,N,무료,N,야간 미개방,0,0,0,0,0,0,2021-08-31 10:07,Y,유료,Y,유료,0,1.14401E+12,0,0,0,0,0,0,0,0,0,37.54528507,126.9189238
1582684,모래내로 관광버스 주차허용 구간(시),서대문구 남가좌동 318-11,NS,노상 주차장,4,버스전용 주차장,02)2133-2357,0,미연계중,1,N,무료,N,야간 미개방,0,0,0,0,0,0,2021-08-31 9:45,Y,유료,Y,유료,0,1.14101E+12,0,0,0,0,0,0,0,0,0,37.57430631,126.9243328
1582684,모래내로 관광버스 주차허용 구간(시),서대문구 남가좌동 318-11,NS,노상 주차장,4,버스전용 주차장,02)2133-2357,0,미연계중,1,N,무료,N,야간 미개방,0,0,0,0,0,0,2021-08-31 9:45,Y,유료,Y,유료,0,1.14101E+12,0,0,0,0,0,0,0,0,0,37.57420139,126.9241997
1582684,모래내로 관광버스 주차허용 구간(시),서대문구 남가좌동 318-11,NS,노상 주차장,4,버스전용 주차장,02)2133-2357,0,미연계중,1,N,무료,N,야간 미개방,0,0,0,0,0,0,2021-08-31 9:45,Y,유료,Y,유료,0,1.14101E+12,0,0,0,0,0,0,0,0,0,37.57366792,126.9235221
1582684,모래내로 관광버스 주차허용 구간(시),서대문구 남가좌동 318-11,NS,노상 주차장,4,버스전용 주차장,02)2133-2357,0,미연계중,1,N,무료,N,야간 미개방,0,0,0,0,0,0,2021-08-31 9:45,Y,유료,Y,유료,0,1.14101E+12,0,0,0,0,0,0,0,0,0,37.57440961,126.9244594
1582684,모래내로 관광버스 주차허용 구간(시),서대문구 남가좌동 318-11,NS,노상 주차장,4,버스전용 주차장,02)2133-2357,0,미연계중,1,N,무료,N,야간 미개방,0,0,0,0,0,0,2021-08-31 9:45,Y,유료,Y,유료,0,1.14101E+12,0,0,0,0,0,0,0,0,0,37.57461288,126.9247083
1582684,모래내로 관광버스 주차허용 구간(시),서대문구 남가좌동 318-11,NS,노상 주차장,4,버스전용 주차장,02)2133-2357,0,미연계중,1,N,무료,N,야간 미개방,0,0,0,0,0,0,2021-08-31 9:45,Y,유료,Y,유료,0,1.14101E+12,0,0,0,0,0,0,0,0,0,37.5737729,126.9236523
1582684,모래내로 관광버스 주차허용 구간(시),서대문구 남가좌동 318-11,NS,노상 주차장,4,버스전용 주차장,02)2133-2357,0,미연계중,1,N,무료,N,야간 미개방,0,0,0,0,0,0,2021-08-31 9:45,Y,유료,Y,유료,0,1.14101E+12,0,0,0,0,0,0,0,0,0,37.57451364,126.9245902
1582684,모래내로 관광버스 주차허용 구간(시),서대문구 남가좌동 318-11,NS,노상 주차장,4,버스전용 주차장,02)2133-2357,0,미연계중,1,N,무료,N,야간 미개방,0,0,0,0,0,0,2021-08-31 9:45,Y,유료,Y,유료,0,1.14101E+12,0,0,0,0,0,0,0,0,0,37.57398643,126.9239232
1582684,모래내로 관광버스 주차허용 구간(시),서대문구 남가좌동 318-11,NS,노상 주차장,4,버스전용 주차장,02)2133-2357,0,미연계중,1,N,무료,N,야간 미개방,0,0,0,0,0,0,2021-08-31 9:45,Y,유료,Y,유료,0,1.14101E+12,0,0,0,0,0,0,0,0,0,37.5740926,126.9240608
1582684,모래내로 관광버스 주차허용 구간(시),서대문구 남가좌동 318-11,NS,노상 주차장,4,버스전용 주차장,02)2133-2357,0,미연계중,1,N,무료,N,야간 미개방,0,0,0,0,0,0,2021-08-31 9:45,Y,유료,Y,유료,0,1.14101E+12,0,0,0,0,0,0,0,0,0,37.57387549,126.9237885
1583447,청계8가(북) 공영주차장(시),동대문구 신설동 109-2,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2022-09-30 18:33,N,무료,Y,유료,0,1.12301E+12,450,5,450,5,0,0,0,0,0,37.57191272,127.0237722
1583447,청계8가(북) 공영주차장(시),동대문구 신설동 109-2,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2022-09-30 18:33,N,무료,Y,유료,0,1.12301E+12,450,5,450,5,0,0,0,0,0,37.5718821,127.0238812
1583447,청계8가(북) 공영주차장(시),동대문구 신설동 109-2,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2022-09-30 18:33,N,무료,Y,유료,0,1.12301E+12,450,5,450,5,0,0,0,0,0,37.5711622,127.0263877
1583447,청계8가(북) 공영주차장(시),동대문구 신설동 109-2,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2022-09-30 18:33,N,무료,Y,유료,0,1.12301E+12,450,5,450,5,0,0,0,0,0,37.57151045,127.0251663
1583447,청계8가(북) 공영주차장(시),동대문구 신설동 109-2,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2022-09-30 18:33,N,무료,Y,유료,0,1.12301E+12,450,5,450,5,0,0,0,0,0,37.5713113,127.0258185
1583447,청계8가(북) 공영주차장(시),동대문구 신설동 109-2,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2022-09-30 18:33,N,무료,Y,유료,0,1.12301E+12,450,5,450,5,0,0,0,0,0,37.5713447,127.0257631
1583447,청계8가(북) 공영주차장(시),동대문구 신설동 109-2,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2022-09-30 18:33,N,무료,Y,유료,0,1.12301E+12,450,5,450,5,0,0,0,0,0,37.57183454,127.0240448
1583447,청계8가(북) 공영주차장(시),동대문구 신설동 109-2,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2022-09-30 18:33,N,무료,Y,유료,0,1.12301E+12,450,5,450,5,0,0,0,0,0,37.57022454,127.029692
1583447,청계8가(북) 공영주차장(시),동대문구 신설동 109-2,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2022-09-30 18:33,N,무료,Y,유료,0,1.12301E+12,450,5,450,5,0,0,0,0,0,37.57029851,127.0294359
1583447,청계8가(북) 공영주차장(시),동대문구 신설동 109-2,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2022-09-30 18:33,N,무료,Y,유료,0,1.12301E+12,450,5,450,5,0,0,0,0,0,37.57189722,127.0238261
1583447,청계8가(북) 공영주차장(시),동대문구 신설동 109-2,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2022-09-30 18:33,N,무료,Y,유료,0,1.12301E+12,450,5,450,5,0,0,0,0,0,37.5705893,127.0284114
1583447,청계8가(북) 공영주차장(시),동대문구 신설동 109-2,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2022-09-30 18:33,N,무료,Y,유료,0,1.12301E+12,450,5,450,5,0,0,0,0,0,37.57143417,127.0254471
1583447,청계8가(북) 공영주차장(시),동대문구 신설동 109-2,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2022-09-30 18:33,N,무료,Y,유료,0,1.12301E+12,450,5,450,5,0,0,0,0,0,37.57062031,127.0283036
1583447,청계8가(북) 공영주차장(시),동대문구 신설동 109-2,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2022-09-30 18:33,N,무료,Y,유료,0,1.12301E+12,450,5,450,5,0,0,0,0,0,37.57192823,127.023719
1583447,청계8가(북) 공영주차장(시),동대문구 신설동 109-2,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2022-09-30 18:33,N,무료,Y,유료,0,1.12301E+12,450,5,450,5,0,0,0,0,0,37.57055467,127.0285213
1583447,청계8가(북) 공영주차장(시),동대문구 신설동 109-2,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2022-09-30 18:33,N,무료,Y,유료,0,1.12301E+12,450,5,450,5,0,0,0,0,0,37.57138645,127.0256133
1583447,청계8가(북) 공영주차장(시),동대문구 신설동 109-2,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2022-09-30 18:33,N,무료,Y,유료,0,1.12301E+12,450,5,450,5,0,0,0,0,0,37.57141747,127.0255025
1583447,청계8가(북) 공영주차장(시),동대문구 신설동 109-2,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2022-09-30 18:33,N,무료,Y,유료,0,1.12301E+12,450,5,450,5,0,0,0,0,0,37.57057349,127.0284665
1583447,청계8가(북) 공영주차장(시),동대문구 신설동 109-2,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2022-09-30 18:33,N,무료,Y,유료,0,1.12301E+12,450,5,450,5,0,0,0,0,0,37.57186621,127.0239339
1583447,청계8가(북) 공영주차장(시),동대문구 신설동 109-2,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2022-09-30 18:33,N,무료,Y,유료,0,1.12301E+12,450,5,450,5,0,0,0,0,0,37.5705392,127.0285746
1583447,청계8가(북) 공영주차장(시),동대문구 신설동 109-2,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2022-09-30 18:33,N,무료,Y,유료,0,1.12301E+12,450,5,450,5,0,0,0,0,0,37.57140196,127.0255564
1583447,청계8가(북) 공영주차장(시),동대문구 신설동 109-2,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2022-09-30 18:33,N,무료,Y,유료,0,1.12301E+12,450,5,450,5,0,0,0,0,0,37.57049505,127.0287363
1583447,청계8가(북) 공영주차장(시),동대문구 신설동 109-2,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2022-09-30 18:33,N,무료,Y,유료,0,1.12301E+12,450,5,450,5,0,0,0,0,0,37.57063582,127.0282481
1583447,청계8가(북) 공영주차장(시),동대문구 신설동 109-2,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2022-09-30 18:33,N,무료,Y,유료,0,1.12301E+12,450,5,450,5,0,0,0,0,0,37.57025437,127.0295856
1583447,청계8가(북) 공영주차장(시),동대문구 신설동 109-2,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2022-09-30 18:33,N,무료,Y,유료,0,1.12301E+12,450,5,450,5,0,0,0,0,0,37.57024005,127.029638
1583447,청계8가(북) 공영주차장(시),동대문구 신설동 109-2,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2022-09-30 18:33,N,무료,Y,유료,0,1.12301E+12,450,5,450,5,0,0,0,0,0,37.5718507,127.0239893
1583447,청계8가(북) 공영주차장(시),동대문구 신설동 109-2,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2022-09-30 18:33,N,무료,Y,유료,0,1.12301E+12,450,5,450,5,0,0,0,0,0,37.57031283,127.0293805
1583447,청계8가(북) 공영주차장(시),동대문구 신설동 109-2,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2022-09-30 18:33,N,무료,Y,유료,0,1.12301E+12,450,5,450,5,0,0,0,0,0,37.5711789,127.0263336
1583447,청계8가(북) 공영주차장(시),동대문구 신설동 109-2,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2022-09-30 18:33,N,무료,Y,유료,0,1.12301E+12,450,5,450,5,0,0,0,0,0,37.57181879,127.0240984
1583447,청계8가(북) 공영주차장(시),동대문구 신설동 109-2,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2022-09-30 18:33,N,무료,Y,유료,0,1.12301E+12,450,5,450,5,0,0,0,0,0,37.57052369,127.02863
1583447,청계8가(북) 공영주차장(시),동대문구 신설동 109-2,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2022-09-30 18:33,N,무료,Y,유료,0,1.12301E+12,450,5,450,5,0,0,0,0,0,37.57060361,127.028356
1583603,여울 공영주차장(구),양천구 신월동 151-5,NW,노외 주차장,3,시간제 + 거주자 주차장,02-2644-1386,0,미연계중,76,Y,유료,N,야간 미개방,0,2400,0,2400,0,0,2024-12-19 15:15,N,무료,N,무료,50000,,50,5,,,0,0,0,0,0,,
1583685,반포복개천 노상공영주차장(구),서초구 반포동 120-1,NS,노상 주차장,1,시간제 주차장,,0,미연계중,1,Y,유료,N,야간 미개방,900,2100,900,2100,0,0,2019-06-10 9:52,N,무료,Y,유료,0,1.16501E+12,400,5,800,10,0,0,0,0,0,,
1583714,벽산 노상공영(구),강북구 수유동 36-1,NS,노상 주차장,3,시간제 + 거주자 주차장,,0,미연계중,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2019-06-10 9:51,N,무료,N,무료,100000,1.13051E+12,200,5,200,5,0,0,0,0,10000,,
1583756,민속의집 공영주차장(구),강동구 고덕동 215-0,NW,노외 주차장,1,시간제 주차장,02-478-6147,0,미연계중,26,Y,유료,N,야간 미개방,0,2400,0,2400,0,2400,2019-06-10 9:36,N,무료,N,무료,85000,,150,5,150,5,0,0,0,0,,,
1583862,보라매상업 공영주차장(시),동작구 신대방동 431-3,NW,노외 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),64,Y,유료,N,야간 미개방,900,2100,900,2100,900,2100,2023-12-29 10:25,N,무료,N,무료,162000,,220,5,220,5,0,0,0,0,15800,37.49039184,126.923406
1583920,마포중앙도서관 공영주차장(구),마포구 성산동 275-3,NW,노외 주차장,1,시간제 주차장,02-334-5331,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),193,Y,유료,N,야간 미개방,0,2400,0,2400,0,2400,2023-06-22 15:18,N,무료,N,무료,100000,,0,30,200,5,0,0,0,0,,,
1583921,신촌노외 공영주차장(구),마포구 노고산동 49-53,NW,노외 주차장,1,시간제 주차장,02-300-5054,0,미연계중,24,Y,유료,N,야간 미개방,0,2400,0,2400,0,2400,2022-01-27 18:12,N,무료,N,무료,0,,400,5,,,0,0,0,0,0,,
1583936,신정4동 로데오길(구),양천구 신정동 890-0,NS,노상 주차장,1,시간제 주차장,02-2695-8597,0,미연계중,1,Y,유료,N,야간 미개방,900,1900,900,1300,900,1900,2019-06-10 9:53,N,무료,N,무료,100000,1.14701E+12,150,5,300,10,0,0,0,0,9000,,
